"","income","health","age","drive","transport","spend","lambda_1","lambda_2","lambda_3"
"3648",17084.284631867,2,78,4,"Public",NA,1.20323113919853,-0.549179311060353,-0.580774167218521
"3649",23793.2028828528,5,96,4,"Car",19.7113561370348,1.02374319531216,-0.53075020225076,-0.54234879987806
"3650",18232.2648359916,2,87,3,"Car",20.3256774434032,1.11342953490532,-0.592192966035814,-0.508222966844993
"3651",35755.8122330743,5,63,2,"Public",NA,1.1196566014336,-0.412708940812189,-0.665807028495404
"3652",42183.9971576461,3,44,5,"Car",19.1611384633973,1.08718679840124,-0.421592708512284,-0.651139997176386
"3653",33362.6093365985,2,95,3,"Taxi",NA,0.871825030701224,-0.63653830702943,-0.337645974556538
"3654",20447.0738215974,5,80,3,"Public",NA,1.25636561489818,-0.445743357122667,-0.677160235088415
"3655",16368.4275639392,5,78,5,"Public",NA,1.38384098306781,-0.420161277613167,-0.71969823003586
"3656",19965.8855490358,5,34,3,"Car",17.0161780747541,2.11867188873491,-0.213739971882147,-0.894243692103939
"3657",18786.5448681649,4,43,2,"Public",NA,1.8357445526821,-0.287530251814266,-0.845652377528387
"3658",25426.4018675431,2,95,3,"Taxi",NA,0.967993445581596,-0.632421259024713,-0.396237477017396
"3659",12366.953553065,5,68,2,"Public",NA,1.65966099804986,-0.349530130764961,-0.79967213405243
"3660",33163.5416547607,5,41,1,"Taxi",NA,1.53323115840662,-0.296846961655522,-0.806131515835663
"3661",10951.0534258436,4,31,5,"Public",NA,2.38230107582216,-0.200054278671865,-0.914072828199336
"3662",7793.16967000939,3,52,3,"Public",NA,1.8972380002196,-0.327324018821545,-0.835461993165319
"3663",26382.1846681136,1,66,0,"Taxi",NA,1.09808104050119,-0.557876423401464,-0.540436145418557
"3664",29457.4757639601,2,27,2,"Public",NA,1.5950366367153,-0.331040767390455,-0.799809597773738
"3665",45152.1736723679,4,69,3,"Public",NA,0.840690827771449,-0.496936346271015,-0.50225931842606
"3666",36616.4637523083,2,42,2,"Public",NA,1.1751073542717,-0.434779459556216,-0.665346442110883
"3667",25689.8477409212,0,62,4,"Public",NA,1.11536059991389,-0.576706656133767,-0.526206886661497
"3668",35743.3575569976,2,63,5,"Public",NA,0.984426021464083,-0.528043942465796,-0.530716953724084
"3669",11088.3643999188,5,95,5,"Public",NA,1.28797740931487,-0.489715498568603,-0.652619495449313
"3670",9912.71154842756,3,33,2,"Car",11.548813572196,2.23572787892657,-0.239204067145743,-0.894020027624655
"3671",9406.52053998468,5,37,3,"Car",8.00968419364897,2.43563334850715,-0.187543426604173,-0.920193253361304
"3672",22727.0238963693,5,32,3,"Public",NA,2.06632939836147,-0.215437889193934,-0.889993128191555
"3673",34997.407359209,3,98,2,"Taxi",NA,0.8367697420579,-0.616936131769989,-0.348983891426921
"3674",41542.5953162384,5,31,1,"Public",NA,1.46912846871048,-0.280993371543622,-0.803252885040008
"3675",62229.909117622,0,82,3,"Taxi",NA,0.665133955418788,-0.637587579624186,-0.168188062209655
"3676",27734.7220637726,2,43,2,"Car",16.1204461284049,1.3773479376042,-0.408092136556163,-0.725703514844044
"3677",20136.0291699152,5,63,3,"Public",NA,1.52018618770273,-0.355864642938963,-0.777545406536614
"3678",13864.7668184141,4,66,4,"Public",NA,1.55658304960595,-0.388401021160253,-0.766261327948225
"3679",26313.7725908404,5,33,2,"Public",NA,1.91835322593675,-0.233266787527431,-0.872529187537888
"3680",21056.2205314394,0,100,5,"Taxi",NA,1.03674062474658,-0.701996581483601,-0.310789071092086
"3681",17542.9857797777,5,22,5,"Public",NA,2.50073247896983,-0.158350890838426,-0.930708973330542
"3682",13712.78453347,3,68,1,"Public",NA,1.44897738926338,-0.442905227347965,-0.717315974238996
"3683",10893.2060027112,3,29,2,"Public",NA,2.29369850351128,-0.224679427930074,-0.902016873779344
"3684",11069.3698656964,4,67,3,"Public",NA,1.61956852576234,-0.381712869129392,-0.778605470541241
"3685",61585.4705057135,3,65,1,"Taxi",NA,0.637611957078997,-0.525761599510895,-0.351678642005066
"3686",26250.2944029003,3,47,3,"Public",NA,1.43634934073982,-0.380791249564272,-0.751468291896616
"3687",16300.4789590947,5,42,0,"Public",NA,2.06536202764528,-0.235095145982946,-0.883789426734034
"3688",7292.24143124869,3,41,2,"Public",NA,2.14697211276727,-0.267056666602427,-0.87890540340943
"3689",25210.216697406,4,29,1,"Public",NA,1.91806732489372,-0.246142297774068,-0.86823990217024
"3690",15551.1514231935,5,38,5,"Public",NA,2.18433487848257,-0.214386794079367,-0.898446884962002
"3691",20741.1704384494,1,94,0,"Public",NA,1.03799924906154,-0.655745752466995,-0.393280828835916
"3692",19053.3052853508,4,84,5,"Public",NA,1.18627113669794,-0.502640515475472,-0.617390371472631
"3693",37920.1826126481,4,33,2,"Taxi",NA,1.43748033990483,-0.314707967316629,-0.784038736981147
"3694",20993.2307323644,5,33,2,"Public",NA,2.1050785899602,-0.213281442428592,-0.893430961712751
"3695",19446.0454202484,4,35,2,"Public",NA,1.98412512131248,-0.251179038688279,-0.872138624622079
"3696",115958.417381327,0,37,5,"Taxi",NA,0.339035190648992,-0.473459041549315,-0.101328314019633
"3697",47147.8146595812,4,39,5,"Car",14.7763847461914,1.10352636889106,-0.374644897116945,-0.68508729984231
"3698",24125.2131623037,3,20,3,"Public",NA,2.02794335031298,-0.236223394649985,-0.880588334020648
"3699",13202.4989144817,4,85,3,"Car",14.2205615726249,1.30275113898813,-0.488218586725694,-0.65707257596847
"3700",50281.413681441,4,25,4,"Public",NA,1.23151657507284,-0.320572859796344,-0.743568091360133
"3701",11466.0446853448,4,49,3,"Public",NA,1.95327686828681,-0.286567629070674,-0.856860469189773
"3702",21297.715208569,1,48,1,"Car",16.4994282935026,1.39663916608556,-0.452807461313784,-0.701375397746914
"3703",40007.0122493181,4,91,3,"Car",18.1980559770074,0.796360321614255,-0.56801065168924,-0.397467070540901
"3704",16515.9443785968,1,45,4,"Public",NA,1.56645843136203,-0.416246556784477,-0.752305124126203
"3705",17033.770001039,2,70,5,"Taxi",NA,1.28375223755721,-0.50962377210643,-0.635968969602206
"3706",29977.9202793592,0,64,3,"Car",22.7663677942943,1.03210422314935,-0.593325631757679,-0.47707741812539
"3707",24285.3797732991,5,90,4,"Public",NA,1.0655353186129,-0.505574540071125,-0.579773874351917
"3708",18499.9474698312,2,71,4,"Taxi",NA,1.24166796228123,-0.519517645149189,-0.617551109603004
"3709",19023.649136187,1,47,5,"Public",NA,1.46868966259066,-0.438123988856787,-0.723725123389889
"3710",26255.465557531,5,60,2,"Public",NA,1.39926787441701,-0.364736758868848,-0.753583905873297
"3711",30537.4802002167,4,31,2,"Public",NA,1.69987337597218,-0.276571237815822,-0.835396429490764
"3712",54501.4873534061,2,21,5,"Public",NA,1.03612030284148,-0.390388181158822,-0.657033278889688
"3713",16424.631445349,0,22,5,"Public",NA,1.88420760448754,-0.331121457554324,-0.832599895466111
"3714",55362.7141241305,1,43,4,"Car",16.65823985188,0.788907217322377,-0.515924942948128,-0.457235955913334
"3715",7897.87132970218,3,43,4,"Public",NA,2.08184458693496,-0.27990253292947,-0.869647172644883
"3716",14022.7936299067,0,75,0,"Car",9.30069455726106,1.22983342918425,-0.605652511796666,-0.529772365626759
"3717",8543.86452867113,3,25,4,"Public",NA,2.47735967159018,-0.19807837597879,-0.919310312220051
"3718",27353.7550126302,4,78,1,"Taxi",NA,1.07850964793103,-0.49806231929016,-0.590370413186801
"3719",29572.5831605453,2,69,3,"Taxi",NA,1.04580928827898,-0.540352479541802,-0.540563109934782
"3720",8465.73574563287,0,37,2,"Public",NA,1.84750392615914,-0.378385409250366,-0.807169579062166
"3721",22776.9680359169,1,46,3,"Car",17.649839421398,1.38725655585021,-0.4478626770054,-0.70285866965621
"3722",11617.7991207152,3,90,3,"Taxi",NA,1.23823001540431,-0.549999618825231,-0.589458582253565
"3723",31122.6148207626,0,49,1,"Taxi",NA,1.11929797560233,-0.532259314655567,-0.572296601771569
"3724",7417.22526271776,5,51,2,"Public",NA,2.17513014382772,-0.241045700174374,-0.889558743736124
"3725",40348.2023417445,3,30,5,"Public",NA,1.32812696472442,-0.34825717085958,-0.749123557086396
"3726",21352.2937256364,5,83,2,"Car",12.4145365566746,1.1989021784142,-0.463873541069615,-0.650775111552508
"3727",10666.2530348705,0,50,1,"Public",NA,1.57008539901593,-0.464331893827572,-0.723344426607596
"3728",20784.3280298227,1,95,3,"Public",NA,1.034420595419,-0.659025911761118,-0.386428364397677
"3729",18288.5979609549,3,23,1,"Car",7.39805042779118,2.16627474033025,-0.226876109490031,-0.893464433863763
"3730",17066.5730694165,5,47,5,"Public",NA,1.92831763478865,-0.261649380245552,-0.863787696538236
"3731",7722.20818081944,1,90,5,"Taxi",NA,1.25797068398704,-0.618125289647121,-0.523603514395078
"3732",14623.0289566368,1,68,1,"Car",9.74471920248548,1.31055057898468,-0.533571622946342,-0.62215509502798
"3733",19509.7703766004,5,36,5,"Public",NA,2.08872248914821,-0.220691839808277,-0.890020141045296
"3734",7798.78674372177,2,52,4,"Public",NA,1.79153859153183,-0.371206278291318,-0.804753002135676
"3735",27218.5218150974,4,37,4,"Public",NA,1.68561397394363,-0.292494476848061,-0.82753986577443
"3736",57594.4489843986,1,33,2,"Car",14.9029128830016,0.818782471041699,-0.482601366805888,-0.506205178470135
"3737",38080.6302801229,2,65,5,"Car",11.7176689442209,0.932118671264637,-0.540333170996536,-0.497289870055119
"3738",12594.64408224,0,94,5,"Car",20.780128674109,1.15613375956899,-0.677639563758396,-0.40881457500936
"3739",13907.6405506823,5,49,3,"Public",NA,1.99264657358042,-0.258287203283102,-0.870393952878224
"3740",15899.0624627636,4,37,4,"Public",NA,2.06282004428129,-0.246215260733301,-0.879967046693807
"3741",33662.0170694902,5,53,3,"Public",NA,1.3121854429147,-0.357320650282788,-0.741443497086675
"3742",21425.4837917758,5,50,1,"Public",NA,1.72284490414791,-0.294343598709739,-0.831085660541628
"3743",11366.8948370801,4,90,2,"Public",NA,1.28652222044663,-0.507541181744037,-0.638299120298463
"3744",7643.49908392492,4,42,4,"Public",NA,2.24209844851465,-0.235932061412525,-0.895453599612992
"3745",32581.7636659812,4,23,2,"Public",NA,1.79888190632718,-0.247173816700608,-0.856669102399701
"3746",10606.5348426768,2,55,4,"Public",NA,1.65540058837121,-0.40135815597465,-0.772976137865223
"3747",31191.7354943345,2,58,1,"Car",13.3871964800982,1.11228130978227,-0.495015613965272,-0.603095582414128
"3748",23182.422993255,5,46,1,"Public",NA,1.74695333976673,-0.28175151328238,-0.838674453038408
"3749",36506.284778483,1,44,5,"Public",NA,1.10127010971761,-0.484260533019611,-0.608716383882279
"3750",47378.3214995149,5,28,2,"Public",NA,1.35362421875774,-0.287819173407864,-0.781657059172715
"3751",8133.07148275492,3,74,4,"Public",NA,1.50685606684954,-0.452838996860536,-0.720768854617446
"3752",45053.7977509394,5,43,2,"Public",NA,1.17221369503095,-0.348491908242441,-0.716467617351704
"3753",35648.7925336376,4,69,2,"Public",NA,1.0041226434244,-0.478662748428476,-0.582796001923073
"3754",17761.377531296,3,72,3,"Public",NA,1.29762339723331,-0.479879671268307,-0.662173435124645
"3755",21724.0595661167,1,22,3,"Public",NA,1.82463805200354,-0.312924077393433,-0.834418220137392
"3756",31004.2282705727,4,31,2,"Car",11.1398149815587,1.684987388857,-0.278408612244555,-0.832974242188854
"3757",34973.6628513646,2,26,4,"Public",NA,1.45237208430047,-0.348202611740992,-0.770792449819052
"3758",6635.36973979484,3,78,0,"Public",NA,1.48878633746009,-0.468902580069109,-0.707136701929557
"3759",61157.0170996789,2,46,4,"Car",15.0248626389545,0.710780044616882,-0.498850843433354,-0.43324797102963
"3760",8221.2139665842,3,68,4,"Public",NA,1.59580510348906,-0.419327567586488,-0.754795566294186
"3761",5131.66330450895,2,97,4,"Public",NA,1.27545677529706,-0.604324878114645,-0.5441947216835
"3762",42957.544509763,5,52,2,"Car",10.7722784098646,1.09694756244361,-0.383361982001038,-0.678188542292805
"3763",7645.59865384531,3,35,0,"Public",NA,2.27110474178039,-0.239248520146296,-0.896148488717668
"3764",18827.9887720404,4,47,2,"Public",NA,1.75372303525792,-0.308104243714988,-0.828938004191761
"3765",8582.06443038386,1,57,1,"Taxi",NA,1.59658042902867,-0.449293698691576,-0.736939382604057
"3766",6271.62633431756,3,93,3,"Public",NA,1.31922931074635,-0.547816797214233,-0.611612048327447
"3767",16163.6504825964,1,84,5,"Public",NA,1.15109161323317,-0.611912051814174,-0.49771414430683
"3768",34647.4156405878,2,84,1,"Car",20.0757846220663,0.886801012569642,-0.603992095677076,-0.397023957951889
"3769",27477.6868239859,5,100,1,"Car",18.673934111707,0.935440572097497,-0.553775659633369,-0.483879872215962
"3770",14048.4637700882,1,62,1,"Car",10.5414669159961,1.39088664104178,-0.500065188760096,-0.666670596915081
"3771",21784.8503048624,4,99,1,"Car",20.1043432836879,1.01383044828861,-0.575668408114986,-0.490878227688331
"3772",20556.1078913193,2,46,5,"Car",16.7637276904592,1.52324565605991,-0.39494597296761,-0.757746774744592
"3773",21666.7229523485,3,95,5,"Car",18.599175697313,1.02493451940688,-0.594970083544288,-0.472227579444021
"3774",16119.3097129228,4,41,1,"Public",NA,1.96710317781252,-0.266361358691346,-0.865445724295621
"3775",28358.0134850755,1,65,4,"Public",NA,1.07076553762364,-0.558038037208035,-0.531085200768459
"3776",10322.7785517319,1,96,4,"Taxi",NA,1.18018343854352,-0.648563931239386,-0.46045657105448
"3777",28688.8027358183,0,33,2,"Taxi",NA,1.3502069267594,-0.444849993647659,-0.697631533614542
"3778",17368.5192294438,2,52,3,"Taxi",NA,1.5151262850104,-0.4143732580394,-0.745570193855288
"3779",17414.8920757504,5,54,2,"Public",NA,1.77104520615465,-0.29777564989515,-0.835001619989322
"3780",36100.5314400507,2,91,5,"Taxi",NA,0.849521799353324,-0.625802122080982,-0.342219551391308
"3781",16329.0290245783,4,88,0,"Public",NA,1.20184666074823,-0.51373398237362,-0.612220006092847
"3782",11050.7637689991,0,54,4,"Public",NA,1.50468594130874,-0.488713931597998,-0.696086297584732
"3783",9488.85433517232,4,91,3,"Taxi",NA,1.31694708400276,-0.506127332787444,-0.646348321613482
"3784",35183.1628967754,2,60,1,"Car",13.2287244532518,1.01799510960489,-0.514137050295922,-0.55621028984606
"3785",4301.4129290634,4,54,3,"Public",NA,2.08960025509326,-0.28066664387319,-0.86994331952112
"3786",16451.2887815208,3,42,1,"Public",NA,1.81789067059575,-0.312612048928568,-0.833861468367815
"3787",25009.7110731511,4,36,3,"Public",NA,1.77648012704604,-0.278617133772578,-0.843022005178761
"3788",8412.95210276397,1,78,2,"Taxi",NA,1.34201826940344,-0.563341012621015,-0.602668699840573
"3789",22134.0864175439,3,44,3,"Car",13.6951943810541,1.60441324782004,-0.347875600555112,-0.793289887837802
"3790",35212.9085050236,4,66,2,"Taxi",NA,1.04196385111259,-0.464202678680202,-0.606783489874161
"3791",6141.96491627326,1,32,3,"Public",NA,2.13537769197702,-0.295448744910838,-0.867748108279468
"3792",11836.5825263937,2,72,5,"Taxi",NA,1.37795397991675,-0.501350244017019,-0.663075090869921
"3793",75628.1396714969,3,100,5,"Taxi",NA,0.515714995530528,-0.581756021172887,-0.122323869991247
"3794",13929.4823456782,2,77,5,"Public",NA,1.2766357534555,-0.53462120994232,-0.613155501077561
"3795",11200.7260161166,5,85,2,"Taxi",NA,1.41507614656907,-0.437193902786365,-0.714892623866037
"3796",12083.510176146,5,81,1,"Car",13.9496734987682,1.45087440055776,-0.419084686137896,-0.732291082941809
"3797",16252.0839123228,2,32,2,"Public",NA,1.91364048504048,-0.300234948825091,-0.848078836392053
"3798",25087.9748424456,3,73,3,"Car",14.1786889729056,1.12982965961844,-0.508274098817832,-0.596967328998407
"3799",13459.3984855092,1,31,2,"Public",NA,1.91137890204472,-0.323969370097805,-0.838199818663221
"3800",25366.9828447472,3,33,3,"Public",NA,1.71233326844886,-0.304266106232438,-0.825877796931822
"3801",36003.3375582675,0,90,2,"Car",22.3955663030237,0.885981529612465,-0.676581864514782,-0.270913884729568
"3802",27870.5835503455,2,38,4,"Car",17.646900713355,1.45109662199657,-0.382233662774015,-0.75315529940431
"3803",37230.2912901497,3,48,2,"Public",NA,1.14841684852211,-0.425428984040647,-0.664895430802886
"3804",12573.9484017539,2,34,4,"Public",NA,1.99443621354689,-0.294317942938045,-0.857386105644205
"3805",20212.9956361794,4,66,5,"Car",16.592520818338,1.38506995364121,-0.41457662691679,-0.723289657444131
"3806",35066.5167020488,3,47,1,"Public",NA,1.21147301574191,-0.413484718758639,-0.687989613130688
"3807",22890.3457633345,4,22,1,"Public",NA,2.15858681569613,-0.206398667934031,-0.899119653195926
"3808",25562.6229790245,2,89,2,"Taxi",NA,0.989248167452624,-0.612109701912235,-0.435110126570044
"3809",22824.7893340031,4,50,2,"Public",NA,1.57464090490522,-0.340586590145485,-0.792660631401293
"3810",25035.2921777959,3,34,3,"Public",NA,1.70321503250759,-0.307972312680871,-0.823295196930996
"3811",21649.3119026868,5,84,0,"Taxi",NA,1.18080279207169,-0.469758031568222,-0.641843422526224
"3812",10202.8900895607,3,86,4,"Public",NA,1.30725704876635,-0.525539036198706,-0.628255259757004
"3813",24879.5020292363,5,93,5,"Public",NA,1.02849300679185,-0.52026570139519,-0.554094935841223
"3814",16014.3951619023,2,98,4,"Car",14.175243146136,1.0878314647498,-0.631648057496623,-0.449507919779854
"3815",60176.9822338426,2,60,3,"Taxi",NA,0.667037661163329,-0.540476656441805,-0.35250838595384
"3816",15203.5902753856,5,90,2,"Taxi",NA,1.25395057373535,-0.47841635646312,-0.653312177211077
"3817",24501.9008013102,2,23,2,"Car",13.7511835663246,1.82802327847056,-0.289690983936643,-0.844054130090525
"3818",5534.28175852912,5,49,5,"Public",NA,2.28962413446996,-0.224173424885205,-0.901935875670431
"3819",13888.0615324346,4,58,3,"Public",NA,1.69669298434079,-0.344828402493382,-0.806398377016958
"3820",12333.6076645449,3,95,2,"Car",17.6234792224225,1.18221286402481,-0.575390422114528,-0.548628349551107
"3821",52166.326533426,5,68,2,"Public",NA,0.766426300264414,-0.46887791131717,-0.4942939138857
"3822",19815.8982089603,3,22,1,"Car",9.18423877909012,2.13470921966065,-0.228368804949613,-0.890871711140351
"3823",24378.8051465689,3,40,3,"Public",NA,1.61003763193034,-0.336265176177965,-0.799430081813855
"3824",27179.2158881298,2,68,5,"Car",18.6828750624973,1.09745359013872,-0.530258409565685,-0.567399656147331
"3825",15187.4083350851,4,38,1,"Public",NA,2.06530589687481,-0.248035746565046,-0.879546729275905
"3826",27187.1740604719,4,35,2,"Public",NA,1.72650449271919,-0.282551434170185,-0.836116069939227
"3827",63236.4926197047,5,39,5,"Taxi",NA,0.827154385551495,-0.378250244256554,-0.594236489243991
"3828",33924.5729638352,3,81,1,"Taxi",NA,0.91684031101169,-0.560337818056514,-0.46820684913205
"3829",36318.4095103628,2,98,2,"Taxi",NA,0.835299961206616,-0.644584874699413,-0.299919774620258
"3830",12281.3118230102,5,41,1,"Taxi",NA,2.23244626903198,-0.214976627743818,-0.901299284908785
"3831",24967.5753863959,3,95,3,"Taxi",NA,0.975747633462536,-0.599780785094914,-0.445549420470762
"3832",27047.3011242233,2,43,2,"Public",NA,1.39523941013463,-0.405400505198609,-0.730554425972789
"3833",13924.8300344426,4,50,4,"Public",NA,1.85124358446979,-0.302470880819953,-0.841313711957502
"3834",23913.4031942537,1,61,4,"Public",NA,1.18749070367993,-0.528462246254565,-0.595521925871326
"3835",87681.8028155825,4,22,1,"Car",11.6822292857845,0.549539558945538,-0.380361207215005,-0.450449488269447
"3836",11134.7567912683,3,97,5,"Public",NA,1.18883350425613,-0.581328333783374,-0.544343272809621
"3837",32437.2702115276,2,36,1,"Public",NA,1.36020228317993,-0.389734844803803,-0.73305949401522
"3838",10387.1548292109,3,59,3,"Public",NA,1.68511264366551,-0.378205932665284,-0.78887801693615
"3839",28180.8440894112,1,41,5,"Car",14.6943226822242,1.32216693773365,-0.442042393410916,-0.693805521386596
"3840",10622.4254833427,3,47,5,"Public",NA,1.90603567158189,-0.313166305451062,-0.84218972315619
"3841",33297.7733104969,4,32,4,"Taxi",NA,1.59359799146043,-0.29220309180802,-0.816241474670591
"3842",9064.23809748497,1,44,5,"Public",NA,1.80010152627391,-0.37636116440194,-0.803158296712297
"3843",22344.4749864263,1,82,1,"Public",NA,1.0637941558753,-0.61538122315883,-0.461749666850166
"3844",56326.5554837556,3,71,1,"Car",16.5904738337433,0.674957462383563,-0.542601269974233,-0.355142364406992
"3845",18849.9989803891,2,49,2,"Taxi",NA,1.52205695302028,-0.404140380776584,-0.752473461595858
"3846",20445.5735160282,4,90,3,"Car",12.0613174673281,1.10225553391159,-0.534675021875875,-0.564736021398236
"3847",58860.9533316717,5,74,4,"Car",25.8562233824938,0.645448864813618,-0.493327145898325,-0.398778427608851
"3848",91620.2491858779,3,85,3,"Taxi",NA,0.420135644822124,-0.529181639938429,-0.108634525561426
"3849",125263.347344566,2,58,2,"Car",25.727872666161,0.286146339967217,-0.443837724395456,-0.0630395228851838
"3850",16721.6952642042,1,29,3,"Taxi",NA,1.84606777271094,-0.328015557814205,-0.830211810201053
"3851",10523.9025942901,3,24,3,"Car",10.3913503648118,2.42742934817871,-0.201299441148617,-0.916008430119359
"3852",34745.5935866985,4,63,4,"Car",11.3877659261396,1.08352316732688,-0.449156995168595,-0.63066838343638
"3853",29879.1685029526,1,70,3,"Taxi",NA,1.01273497761555,-0.581478578151204,-0.483661771551399
"3854",54157.1759800698,2,64,3,"Car",17.5654245978081,0.720432485692881,-0.551365413069786,-0.373753727563405
"3855",24468.6835724592,3,55,4,"Car",20.9215717020088,1.36115720442227,-0.415882525960496,-0.718015945650032
"3856",24651.0198444321,2,77,1,"Car",25.0686130038264,1.07216017294449,-0.563746226584744,-0.525536128385081
"3857",63553.0992492812,4,33,5,"Car",15.7745346328148,0.831962560096953,-0.389684154730423,-0.588229169043898
"3858",24671.2416590011,1,85,4,"Taxi",NA,1.01635953700461,-0.629540057804835,-0.422832032500383
"3859",35509.8211338783,5,35,3,"Public",NA,1.57613059356062,-0.277319319564525,-0.81985334587744
"3860",30920.1168406441,5,23,3,"Taxi",NA,1.98279647082289,-0.207303041154296,-0.886011020058495
"3861",21351.3373433109,4,63,5,"Taxi",NA,1.40025268774487,-0.403176296871259,-0.732744547051888
"3862",15148.1271940049,2,37,3,"Taxi",NA,1.84821801512601,-0.321852381755772,-0.833050185320663
"3863",17391.1460767783,3,21,0,"Public",NA,2.24555905378256,-0.214514465245186,-0.902234950276681
"3864",5630.93691659415,5,93,3,"Taxi",NA,1.44380879682534,-0.458281839014577,-0.706405478827466
"3865",53901.7655046664,1,27,3,"Car",11.7952689168561,0.930584030087699,-0.452177991757707,-0.578734994888821
"3866",7211.42908628555,2,41,4,"Public",NA,2.02721973446837,-0.307132966398128,-0.855058401654288
"3867",14566.9371615097,2,56,2,"Public",NA,1.52885763693416,-0.424591903520654,-0.741738109057134
"3868",16996.5943053494,1,74,4,"Taxi",NA,1.20720949538328,-0.570060987418968,-0.561402696503768
"3869",51219.2055802721,4,43,0,"Car",13.2418116883767,0.965436277711583,-0.403542143787108,-0.626689938391423
"3870",22936.7450974779,2,28,4,"Car",9.04356686462893,1.77764371495255,-0.308610731967076,-0.831314199511499
"3871",42657.4707865463,5,40,3,"Taxi",NA,1.28051359825111,-0.326642725932257,-0.750597018823243
"3872",17926.5423313313,5,46,2,"Public",NA,1.92074273258348,-0.260358795033288,-0.863576341104067
"3873",70966.1238940034,3,87,4,"Car",23.8388209040047,0.534812369727715,-0.56714320729158,-0.184334118092786
"3874",30973.8467092386,1,98,3,"Taxi",NA,0.90933713037344,-0.67152978446877,-0.29664062793992
"3875",32309.1565047972,2,58,3,"Car",11.3137204095732,1.09009216471489,-0.498084760092041,-0.59389785335486
"3876",40711.7362078438,3,62,2,"Public",NA,0.936745658658384,-0.497183555324108,-0.54222216820535
"3877",7804.35681754695,1,75,5,"Taxi",NA,1.38503492504522,-0.545830017909586,-0.628119900363108
"3878",21864.797257122,3,21,1,"Public",NA,2.08481173346753,-0.231892335630124,-0.886240299968596
"3879",25593.5839980697,2,24,3,"Public",NA,1.77241929170636,-0.299384517643701,-0.834504319608944
"3880",12878.177950285,3,99,2,"Car",13.6839439670174,1.14372301665687,-0.594267395825124,-0.515994075662699
"3881",22214.9188844206,5,85,2,"Taxi",NA,1.15744638400137,-0.47639311217612,-0.630672991370928
"3882",13293.9160327637,2,77,2,"Taxi",NA,1.29003986327143,-0.532526272584296,-0.618223824631994
"3883",25689.1293979107,1,52,4,"Car",15.4779135163984,1.24378274749641,-0.489793133101097,-0.642225939465045
"3884",6314.60348703183,5,97,5,"Public",NA,1.37422490577899,-0.482701854662338,-0.676249381737097
"3885",26878.6269357058,1,44,1,"Public",NA,1.31386994206023,-0.452888026425919,-0.684825027255745
"3886",14109.5697881874,5,63,1,"Public",NA,1.6995350725156,-0.330364580295025,-0.813264202906147
"3887",42511.8410134411,3,45,2,"Public",NA,1.06831547102007,-0.427161062958527,-0.641995275207365
"3888",5534.86608866016,5,35,3,"Public",NA,2.63385625784283,-0.16643009085017,-0.934326968200795
"3889",22691.8093441518,0,79,1,"Car",18.7753661996016,1.06821591325956,-0.638375567864741,-0.432302340553736
"3890",18870.6531381143,2,26,2,"Public",NA,1.95213555480336,-0.280797870002485,-0.858922895067877
"3891",42547.0809653957,5,24,3,"Car",15.7570267861756,1.57344440853591,-0.253160585574781,-0.828588576115234
"3892",7288.05673650818,2,32,3,"Public",NA,2.22121471480851,-0.260623802539199,-0.886032987451203
"3893",15001.2421919845,2,21,4,"Taxi",NA,2.19744699458317,-0.23998775283026,-0.891354924318522
"3894",36253.9297807994,4,67,1,"Taxi",NA,1.0116070438074,-0.471327123754551,-0.591350175734032
"3895",33826.8970532277,2,23,0,"Public",NA,1.5379556965777,-0.328367211724404,-0.793118960368841
"3896",28266.5350067013,3,84,3,"Public",NA,0.986068283482028,-0.56309369644151,-0.494268267024728
"3897",26957.0251298121,4,90,2,"Car",14.7118211801214,0.988144961559279,-0.548953047797908,-0.510577071816943
"3898",6850.11555310675,5,61,4,"Car",25.3786854708534,1.97400013924808,-0.288043410694127,-0.858070229582354
"3899",39964.3680770115,5,68,2,"Taxi",NA,0.975131058714403,-0.446885955907418,-0.598545064108996
"3900",25617.8139121381,3,46,2,"Public",NA,1.46998474722754,-0.372976416268643,-0.761127721661772
"3901",6183.90383970181,1,87,0,"Taxi",NA,1.30816916285001,-0.600272529191831,-0.557320013824137
"3902",19508.0809986245,3,83,4,"Car",12.4415985220196,1.14666688219687,-0.539464756900797,-0.573760877271971
"3903",42943.3649728308,2,74,4,"Car",18.5532641497413,0.818605484763633,-0.577419933429868,-0.397282276594612
"3904",36049.6094516061,3,30,2,"Public",NA,1.4470472595539,-0.332176269151125,-0.777594413316451
"3905",14158.9262520951,4,99,4,"Car",21.0293183090802,1.14458801292947,-0.559295673328799,-0.553772974675726
"3906",41577.491817657,1,64,1,"Public",NA,0.872877937383104,-0.574938792427377,-0.429437540060584
"3907",16682.6689480144,1,82,4,"Car",20.8531520173949,1.15478533712457,-0.604672115645246,-0.507579609515665
"3908",28778.1378611685,5,37,2,"Public",NA,1.7500174379594,-0.260950987282352,-0.846739253932719
"3909",42191.4507568438,3,60,4,"Public",NA,0.927303032761318,-0.491873336821925,-0.543455895827182
"3910",28952.251793574,4,79,5,"Car",13.1975764876688,1.03891045631567,-0.506593121458288,-0.570209489855775
"3911",13948.2344410903,3,58,3,"Public",NA,1.5987988981245,-0.388553348599323,-0.77219143903812
"3912",39104.2977483327,3,63,4,"Taxi",NA,0.956610018497321,-0.498090059474861,-0.54892562587704
